shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4328_shp,42.29644,-85.6288,1,0
4328_shp,42.29662,-85.62881,2,65.653632
4328_shp,42.29676,-85.6289,3,122.186916
4328_shp,42.29682,-85.62898,4,152.953688
4328_shp,42.29689,-85.62912,5,198.620679
4328_shp,42.29676,-85.62922,6,253.17797
4328_shp,42.29617,-85.62938,7,472.507532
4328_shp,42.29569,-85.62935,8,647.623352
4328_shp,42.29005,-85.62932,9,2703.037718
4328_shp,42.28948,-85.62908,10,2920.678311
4328_shp,42.28883,-85.62847,11,3209.393587
4328_shp,42.28881,-85.62849,12,3218.471655
4328_shp,42.28867,-85.62847,13,3269.778355
4328_shp,42.28863,-85.62831,14,3315.460704
4328_shp,42.28861,-85.62822,15,3340.880978
4328_shp,42.2884,-85.62698,16,3685.028344
4328_shp,42.2883,-85.62676,17,3754.827271
4328_shp,42.28828,-85.62674,18,3763.905366
4328_shp,42.28823,-85.62655,19,3818.451019
4328_shp,42.28822,-85.62648,20,3837.739718
4328_shp,42.28757,-85.62471,21,4372.064107
4328_shp,42.28724,-85.62411,22,4574.110109
4328_shp,42.28665,-85.62337,23,4867.925876
4328_shp,42.28665,-85.62338,24,4870.631844
4328_shp,42.28649,-85.62322,25,4943.257289
4328_shp,42.28656,-85.62308,26,4988.929388
4328_shp,42.28684,-85.62229,27,5225.805946
4328_shp,42.28683,-85.62201,28,5301.660405
4328_shp,42.28665,-85.62143,29,5471.763537
4328_shp,42.28633,-85.62161,30,5598.144834
4328_shp,42.2858,-85.62184,31,5801.073507
4328_shp,42.28525,-85.62188,32,6001.803079
4328_shp,42.28481,-85.62182,33,6162.972986
4328_shp,42.28443,-85.62153,34,6322.146657
4328_shp,42.28405,-85.62098,35,6525.442901
4328_shp,42.28418,-85.62084,36,6586.104056
4328_shp,42.28428,-85.62063,37,6653.613084
4328_shp,42.28434,-85.61903,38,7087.135674
4328_shp,42.28447,-85.61865,39,7200.354894
4328_shp,42.28438,-85.61846,40,7261.340851
4328_shp,42.28431,-85.61819,41,7338.730049
4328_shp,42.2843,-85.61731,42,7576.891895
4328_shp,42.28425,-85.61731,43,7595.113484
4328_shp,42.2843,-85.6183,44,7863.633285
4328_shp,42.2845,-85.61863,45,7978.902229
4328_shp,42.28442,-85.61876,46,8024.591779
4328_shp,42.28432,-85.6191,47,8123.552618
4328_shp,42.28429,-85.62065,48,8543.135583
4328_shp,42.28407,-85.62097,49,8661.146636
4328_shp,42.28356,-85.62018,50,8944.42447
4328_shp,42.28325,-85.61979,51,9099.025205
4328_shp,42.28299,-85.61961,52,9205.564703
4328_shp,42.28267,-85.61956,53,9322.965169
4328_shp,42.28235,-85.61965,54,9442.09942
4328_shp,42.2823,-85.61969,55,9463.293718
4328_shp,42.2822,-85.61987,56,9524.128302
4328_shp,42.2815,-85.62194,57,10139.657535
4328_shp,42.28069,-85.62497,58,11011.152994
4328_shp,42.28015,-85.62496,59,11207.964629
4328_shp,42.27999,-85.62496,60,11266.273671
4328_shp,42.27991,-85.62489,61,11301.042232
4328_shp,42.2771,-85.62492,62,12325.126687
4328_shp,42.27711,-85.62494,63,12331.651938
4328_shp,42.27696,-85.62491,64,12386.916299
4328_shp,42.27694,-85.62489,65,12395.99496
4328_shp,42.27691,-85.62486,66,12409.612955
4328_shp,42.2769,-85.6227,67,12994.203346
4329_shp,42.29644,-85.6288,1,0
4329_shp,42.29662,-85.62881,2,65.653632
4329_shp,42.29676,-85.6289,3,122.186916
4329_shp,42.29682,-85.62898,4,152.953688
4329_shp,42.29689,-85.62912,5,198.620679
4329_shp,42.29676,-85.62922,6,253.17797
4329_shp,42.29617,-85.62938,7,472.507532
4329_shp,42.29569,-85.62935,8,647.623352
4329_shp,42.29005,-85.62932,9,2703.037718
4329_shp,42.28948,-85.62908,10,2920.678311
4329_shp,42.28883,-85.62847,11,3209.393587
4329_shp,42.28881,-85.62849,12,3218.471655
4329_shp,42.28867,-85.62847,13,3269.778355
4329_shp,42.28863,-85.62831,14,3315.460704
4329_shp,42.28861,-85.62822,15,3340.880978
4329_shp,42.2884,-85.62698,16,3685.028344
4329_shp,42.2883,-85.62676,17,3754.827271
4329_shp,42.28828,-85.62674,18,3763.905366
4329_shp,42.28823,-85.62655,19,3818.451019
4329_shp,42.28822,-85.62648,20,3837.739718
4329_shp,42.28757,-85.62471,21,4372.064107
4329_shp,42.28724,-85.62411,22,4574.110109
4329_shp,42.28665,-85.62337,23,4867.925876
4329_shp,42.28665,-85.62338,24,4870.631844
4329_shp,42.28649,-85.62322,25,4943.257289
4329_shp,42.28656,-85.62308,26,4988.929388
4329_shp,42.28684,-85.62229,27,5225.805946
4329_shp,42.28683,-85.62201,28,5301.660405
4329_shp,42.28665,-85.62143,29,5471.763537
4329_shp,42.28633,-85.62161,30,5598.144834
4329_shp,42.2858,-85.62184,31,5801.073507
4329_shp,42.28525,-85.62188,32,6001.803079
4329_shp,42.28481,-85.62182,33,6162.972986
4329_shp,42.28443,-85.62153,34,6322.146657
4329_shp,42.28405,-85.62098,35,6525.442901
4329_shp,42.28418,-85.62084,36,6586.104056
4329_shp,42.28428,-85.62063,37,6653.613084
4329_shp,42.28434,-85.61903,38,7087.135674
4329_shp,42.28447,-85.61865,39,7200.354894
4329_shp,42.28438,-85.61846,40,7261.340851
4329_shp,42.28431,-85.61819,41,7338.730049
4329_shp,42.2843,-85.61731,42,7576.891895
4329_shp,42.28425,-85.61731,43,7595.113484
4329_shp,42.2843,-85.6183,44,7863.633285
4329_shp,42.2845,-85.61863,45,7978.902229
4329_shp,42.28442,-85.61876,46,8024.591779
4329_shp,42.28432,-85.6191,47,8123.552618
4329_shp,42.28429,-85.62065,48,8543.135583
4329_shp,42.28407,-85.62097,49,8661.146636
4329_shp,42.28356,-85.62018,50,8944.42447
4329_shp,42.28325,-85.61979,51,9099.025205
4329_shp,42.28299,-85.61961,52,9205.564703
4329_shp,42.28267,-85.61956,53,9322.965169
4329_shp,42.28235,-85.61965,54,9442.09942
4329_shp,42.2823,-85.61969,55,9463.293718
4329_shp,42.2822,-85.61987,56,9524.128302
4329_shp,42.2815,-85.62194,57,10139.657535
4329_shp,42.28069,-85.62497,58,11011.152994
4329_shp,42.28015,-85.62496,59,11207.964629
4329_shp,42.27999,-85.62496,60,11266.273671
4329_shp,42.27991,-85.62489,61,11301.042232
4329_shp,42.2771,-85.62492,62,12325.126687
4329_shp,42.27711,-85.62494,63,12331.651938
4329_shp,42.27696,-85.62491,64,12386.916299
4329_shp,42.27694,-85.62489,65,12395.99496
4329_shp,42.27691,-85.62486,66,12409.612955
4329_shp,42.2769,-85.6227,67,12994.203346
4330_shp,42.28425,-85.61731,1,0
4330_shp,42.2843,-85.6183,2,268.519801
4330_shp,42.2845,-85.61863,3,383.788744
4330_shp,42.28442,-85.61876,4,429.478294
4330_shp,42.28432,-85.6191,5,528.439134
4330_shp,42.28429,-85.62065,6,948.022098
4330_shp,42.28407,-85.62097,7,1066.033151
4330_shp,42.28356,-85.62018,8,1349.310985
4330_shp,42.28325,-85.61979,9,1503.911721
4330_shp,42.28299,-85.61961,10,1610.451219
4330_shp,42.28267,-85.61956,11,1727.851684
4330_shp,42.28235,-85.61965,12,1846.985936
4330_shp,42.2823,-85.61969,13,1868.180234
4330_shp,42.2822,-85.61987,14,1929.014817
4330_shp,42.2815,-85.62194,15,2544.54405
4330_shp,42.28069,-85.62497,16,3416.039509
4330_shp,42.28015,-85.62496,17,3612.851145
4330_shp,42.27999,-85.62496,18,3671.160187
4330_shp,42.27991,-85.62489,19,3705.928748
4330_shp,42.2771,-85.62492,20,4730.013203
4330_shp,42.27711,-85.62494,21,4736.538453
4330_shp,42.27696,-85.62491,22,4791.802814
4330_shp,42.27694,-85.62489,23,4800.881476
4330_shp,42.27691,-85.62486,24,4814.49947
4330_shp,42.2769,-85.6227,25,5399.089862
4331_shp,42.28425,-85.61731,1,0
4331_shp,42.2843,-85.6183,2,268.519801
4331_shp,42.2845,-85.61863,3,383.788744
4331_shp,42.28442,-85.61876,4,429.478294
4331_shp,42.28432,-85.6191,5,528.439134
4331_shp,42.28429,-85.62065,6,948.022098
4331_shp,42.28407,-85.62097,7,1066.033151
4331_shp,42.28356,-85.62018,8,1349.310985
4331_shp,42.28325,-85.61979,9,1503.911721
4331_shp,42.28299,-85.61961,10,1610.451219
4331_shp,42.28267,-85.61956,11,1727.851684
4331_shp,42.28235,-85.61965,12,1846.985936
4331_shp,42.2823,-85.61969,13,1868.180234
4331_shp,42.2822,-85.61987,14,1929.014817
4331_shp,42.2815,-85.62194,15,2544.54405
4331_shp,42.28069,-85.62497,16,3416.039509
4331_shp,42.28015,-85.62496,17,3612.851145
4331_shp,42.27999,-85.62496,18,3671.160187
4331_shp,42.27991,-85.62489,19,3705.928748
4331_shp,42.2771,-85.62492,20,4730.013203
4331_shp,42.27711,-85.62494,21,4736.538453
4331_shp,42.27696,-85.62491,22,4791.802814
4331_shp,42.27694,-85.62489,23,4800.881476
4331_shp,42.27691,-85.62486,24,4814.49947
4331_shp,42.2769,-85.6227,25,5399.089862
4332_shp,42.29644,-85.6288,1,0
4332_shp,42.29662,-85.62881,2,65.653632
4332_shp,42.29676,-85.6289,3,122.186916
4332_shp,42.29682,-85.62898,4,152.953688
4332_shp,42.29689,-85.62912,5,198.620679
4332_shp,42.29676,-85.62922,6,253.17797
4332_shp,42.29617,-85.62938,7,472.507532
4332_shp,42.29569,-85.62935,8,647.623352
4332_shp,42.29005,-85.62932,9,2703.037718
4332_shp,42.28948,-85.62908,10,2920.678311
4332_shp,42.28883,-85.62847,11,3209.393587
4332_shp,42.28881,-85.62849,12,3218.471655
4332_shp,42.28867,-85.62847,13,3269.778355
4332_shp,42.28863,-85.62831,14,3315.460704
4332_shp,42.28861,-85.62822,15,3340.880978
4332_shp,42.2884,-85.62698,16,3685.028344
4332_shp,42.2883,-85.62676,17,3754.827271
4332_shp,42.28828,-85.62674,18,3763.905366
4332_shp,42.28823,-85.62655,19,3818.451019
4332_shp,42.28822,-85.62648,20,3837.739718
4332_shp,42.28757,-85.62471,21,4372.064107
4332_shp,42.28724,-85.62411,22,4574.110109
4332_shp,42.28665,-85.62337,23,4867.925876
4332_shp,42.28665,-85.62338,24,4870.631844
4332_shp,42.28649,-85.62322,25,4943.257289
4332_shp,42.28656,-85.62308,26,4988.929388
4332_shp,42.28684,-85.62229,27,5225.805946
4332_shp,42.28683,-85.62201,28,5301.660405
4332_shp,42.28665,-85.62143,29,5471.763537
4332_shp,42.28633,-85.62161,30,5598.144834
4332_shp,42.2858,-85.62184,31,5801.073507
4332_shp,42.28525,-85.62188,32,6001.803079
4332_shp,42.28481,-85.62182,33,6162.972986
4332_shp,42.28443,-85.62153,34,6322.146657
4332_shp,42.28405,-85.62098,35,6525.442901
4332_shp,42.28418,-85.62084,36,6586.104056
4332_shp,42.28428,-85.62063,37,6653.613084
4332_shp,42.28434,-85.61903,38,7087.135674
4332_shp,42.28447,-85.61865,39,7200.354894
4332_shp,42.28438,-85.61846,40,7261.340851
4332_shp,42.28431,-85.61819,41,7338.730049
4332_shp,42.2843,-85.61731,42,7576.891895
4333_shp,42.29644,-85.6288,1,0
4333_shp,42.29662,-85.62881,2,65.653632
4333_shp,42.29676,-85.6289,3,122.186916
4333_shp,42.29682,-85.62898,4,152.953688
4333_shp,42.29689,-85.62912,5,198.620679
4333_shp,42.29676,-85.62922,6,253.17797
4333_shp,42.29617,-85.62938,7,472.507532
4333_shp,42.29569,-85.62935,8,647.623352
4333_shp,42.29005,-85.62932,9,2703.037718
4333_shp,42.28948,-85.62908,10,2920.678311
4333_shp,42.28883,-85.62847,11,3209.393587
4333_shp,42.28881,-85.62849,12,3218.471655
4333_shp,42.28867,-85.62847,13,3269.778355
4333_shp,42.28863,-85.62831,14,3315.460704
4333_shp,42.28861,-85.62822,15,3340.880978
4333_shp,42.2884,-85.62698,16,3685.028344
4333_shp,42.2883,-85.62676,17,3754.827271
4333_shp,42.28828,-85.62674,18,3763.905366
4333_shp,42.28823,-85.62655,19,3818.451019
4333_shp,42.28822,-85.62648,20,3837.739718
4333_shp,42.28757,-85.62471,21,4372.064107
4333_shp,42.28724,-85.62411,22,4574.110109
4333_shp,42.28665,-85.62337,23,4867.925876
4333_shp,42.28665,-85.62338,24,4870.631844
4333_shp,42.28649,-85.62322,25,4943.257289
4333_shp,42.28656,-85.62308,26,4988.929388
4333_shp,42.28684,-85.62229,27,5225.805946
4333_shp,42.28683,-85.62201,28,5301.660405
4333_shp,42.28665,-85.62143,29,5471.763537
4333_shp,42.28633,-85.62161,30,5598.144834
4333_shp,42.2858,-85.62184,31,5801.073507
4333_shp,42.28525,-85.62188,32,6001.803079
4333_shp,42.28481,-85.62182,33,6162.972986
4333_shp,42.28443,-85.62153,34,6322.146657
4333_shp,42.28405,-85.62098,35,6525.442901
4333_shp,42.28418,-85.62084,36,6586.104056
4333_shp,42.28428,-85.62063,37,6653.613084
4333_shp,42.28434,-85.61903,38,7087.135674
4333_shp,42.28447,-85.61865,39,7200.354894
4333_shp,42.28438,-85.61846,40,7261.340851
4333_shp,42.28431,-85.61819,41,7338.730049
4333_shp,42.2843,-85.61731,42,7576.891895
4335_shp,42.27687,-85.62273,1,0
4335_shp,42.27685,-85.62257,2,43.911308
4335_shp,42.27707,-85.62253,3,124.813749
4335_shp,42.27792,-85.62253,4,434.580395
4335_shp,42.2785,-85.62251,5,646.019895
4335_shp,42.27886,-85.62257,6,778.216256
4335_shp,42.27888,-85.62286,7,857.036683
4335_shp,42.2789,-85.62487,8,1401.051705
4335_shp,42.28053,-85.62487,9,1995.075034
4335_shp,42.28053,-85.62487,10,1995.075034
4335_shp,42.28071,-85.62486,11,2060.728512
4335_shp,42.28048,-85.62566,12,2292.88601
4335_shp,42.2795,-85.62911,13,3292.519231
4335_shp,42.27924,-85.62898,14,3393.592089
4335_shp,42.27845,-85.62859,15,3700.22998
4335_shp,42.27819,-85.62838,16,3810.719527
4335_shp,42.27819,-85.62839,17,3813.425856
4335_shp,42.2776,-85.62784,18,4074.935338
4335_shp,42.27698,-85.62757,19,4312.404805
4335_shp,42.2771,-85.62733,20,4390.707871
4335_shp,42.27721,-85.62715,21,4453.796126
4335_shp,42.27727,-85.62707,22,4484.567555
4335_shp,42.27735,-85.62698,23,4522.557863
4335_shp,42.27732,-85.62696,24,4534.757324
4335_shp,42.27792,-85.62659,25,4775.254129
4335_shp,42.28024,-85.62653,26,5620.891004
4335_shp,42.2803,-85.6263,27,5686.86353
4335_shp,42.28036,-85.62607,28,5752.836
4335_shp,42.28048,-85.62566,29,5872.098789
4335_shp,42.28062,-85.62516,30,6016.709521
4335_shp,42.28423,-85.61736,31,8503.928242
4335_shp,42.28424,-85.61764,32,8579.785812
4335_shp,42.28426,-85.61791,33,8653.212352
4335_shp,42.28429,-85.61825,34,8745.865994
4335_shp,42.28437,-85.61845,35,8807.340428
4335_shp,42.28446,-85.61869,36,8880.098142
4335_shp,42.28443,-85.61878,37,8906.794095
4335_shp,42.28438,-85.61889,38,8941.695135
4335_shp,42.28433,-85.61919,39,9024.896928
4335_shp,42.28432,-85.61967,40,9154.839253
4335_shp,42.28429,-85.62016,41,9287.886533
4335_shp,42.28426,-85.6207,42,9434.42268
4335_shp,42.28409,-85.62096,43,9528.169461
4335_shp,42.28402,-85.62088,44,9561.627413
4335_shp,42.28368,-85.62035,45,9751.160901
4335_shp,42.28333,-85.61986,46,9935.14943
4335_shp,42.2831,-85.61967,47,10033.482013
4335_shp,42.28275,-85.61951,48,10168.181682
4335_shp,42.28249,-85.61937,49,10270.227416
4335_shp,42.28233,-85.61925,50,10336.969412
4335_shp,42.2822,-85.6192,51,10386.239871
4335_shp,42.28211,-85.61923,52,10420.02854
4335_shp,42.28202,-85.61933,53,10462.550258
4335_shp,42.28203,-85.61951,54,10511.397369
4335_shp,42.28208,-85.61979,55,10589.330109
4335_shp,42.28176,-85.62116,56,10977.983987
4335_shp,42.28137,-85.62258,57,11387.70371
4335_shp,42.2808,-85.62453,58,11954.82629
4335_shp,42.28062,-85.62516,59,12137.502408
4335_shp,42.2843,-85.61731,60,14649.738363
4335_shp,42.28432,-85.6183,61,14917.73818
4335_shp,42.28447,-85.61865,62,15027.093768
4335_shp,42.28439,-85.61884,63,15086.199679
4335_shp,42.28428,-85.62063,64,15572.241555
4335_shp,42.28405,-85.62098,65,15698.71744
4335_shp,42.2843,-85.62134,66,15832.10053
4335_shp,42.2846,-85.6217,67,15978.535691
4335_shp,42.28481,-85.62182,68,16061.670613
4335_shp,42.28525,-85.62188,69,16222.84052
4335_shp,42.2858,-85.62184,70,16423.570092
4335_shp,42.28665,-85.62143,71,16752.605884
4335_shp,42.28676,-85.62174,72,16845.577319
4335_shp,42.28684,-85.62229,73,16997.233899
4335_shp,42.28656,-85.62308,74,17234.110456
4335_shp,42.2868,-85.62328,75,17336.963719
4335_shp,42.28749,-85.62428,76,17706.358633
4335_shp,42.288,-85.62542,77,18066.498673
4335_shp,42.28808,-85.6255,78,18102.811102
4335_shp,42.28849,-85.62636,79,18379.357863
4335_shp,42.29003,-85.62641,80,18940.746344
4335_shp,42.29003,-85.62641,81,18940.746344
4335_shp,42.29092,-85.62642,82,19265.102268
4335_shp,42.29117,-85.62642,83,19356.210321
4335_shp,42.29117,-85.62642,84,19356.210321
4335_shp,42.29166,-85.62642,85,19534.782117
4335_shp,42.29224,-85.62642,86,19746.152834
4335_shp,42.29571,-85.62645,87,21010.759311
4335_shp,42.29583,-85.62702,88,21171.0579
4335_shp,42.29614,-85.62862,89,21618.447705
4335_shp,42.29618,-85.62873,90,21651.587177
4335_shp,42.29625,-85.62876,91,21678.357584
4335_shp,42.29644,-85.62878,92,21747.810879
4336_shp,42.27687,-85.62273,1,0
4336_shp,42.27685,-85.62257,2,43.911308
4336_shp,42.27707,-85.62253,3,124.813749
4336_shp,42.27792,-85.62253,4,434.580395
4336_shp,42.2785,-85.62251,5,646.019895
4336_shp,42.27886,-85.62257,6,778.216256
4336_shp,42.27888,-85.62286,7,857.036683
4336_shp,42.2789,-85.62487,8,1401.051705
4336_shp,42.28053,-85.62487,9,1995.075034
4336_shp,42.28053,-85.62487,10,1995.075034
4336_shp,42.28071,-85.62486,11,2060.728512
4336_shp,42.28048,-85.62566,12,2292.88601
4336_shp,42.2795,-85.62911,13,3292.519231
4336_shp,42.27924,-85.62898,14,3393.592089
4336_shp,42.27845,-85.62859,15,3700.22998
4336_shp,42.27819,-85.62838,16,3810.719527
4336_shp,42.27819,-85.62839,17,3813.425856
4336_shp,42.2776,-85.62784,18,4074.935338
4336_shp,42.27698,-85.62757,19,4312.404805
4336_shp,42.2771,-85.62733,20,4390.707871
4336_shp,42.27721,-85.62715,21,4453.796126
4336_shp,42.27727,-85.62707,22,4484.567555
4336_shp,42.27735,-85.62698,23,4522.557863
4336_shp,42.27732,-85.62696,24,4534.757324
4336_shp,42.27792,-85.62659,25,4775.254129
4336_shp,42.28024,-85.62653,26,5620.891004
4336_shp,42.2803,-85.6263,27,5686.86353
4336_shp,42.28036,-85.62607,28,5752.836
4336_shp,42.28048,-85.62566,29,5872.098789
4336_shp,42.28062,-85.62516,30,6016.709521
4336_shp,42.28423,-85.61736,31,8503.928242
4336_shp,42.28424,-85.61764,32,8579.785812
4336_shp,42.28426,-85.61791,33,8653.212352
4336_shp,42.28429,-85.61825,34,8745.865994
4336_shp,42.28437,-85.61845,35,8807.340428
4336_shp,42.28446,-85.61869,36,8880.098142
4336_shp,42.28443,-85.61878,37,8906.794095
4336_shp,42.28438,-85.61889,38,8941.695135
4336_shp,42.28433,-85.61919,39,9024.896928
4336_shp,42.28432,-85.61967,40,9154.839253
4336_shp,42.28429,-85.62016,41,9287.886533
4336_shp,42.28426,-85.6207,42,9434.42268
4336_shp,42.28409,-85.62096,43,9528.169461
4336_shp,42.28402,-85.62088,44,9561.627413
4336_shp,42.28368,-85.62035,45,9751.160901
4336_shp,42.28333,-85.61986,46,9935.14943
4336_shp,42.2831,-85.61967,47,10033.482013
4336_shp,42.28275,-85.61951,48,10168.181682
4336_shp,42.28249,-85.61937,49,10270.227416
4336_shp,42.28233,-85.61925,50,10336.969412
4336_shp,42.2822,-85.6192,51,10386.239871
4336_shp,42.28211,-85.61923,52,10420.02854
4336_shp,42.28202,-85.61933,53,10462.550258
4336_shp,42.28203,-85.61951,54,10511.397369
4336_shp,42.28208,-85.61979,55,10589.330109
4336_shp,42.28176,-85.62116,56,10977.983987
4336_shp,42.28137,-85.62258,57,11387.70371
4336_shp,42.2808,-85.62453,58,11954.82629
4336_shp,42.28062,-85.62516,59,12137.502408
4336_shp,42.2843,-85.61731,60,14649.738363
4336_shp,42.28432,-85.6183,61,14917.73818
4336_shp,42.28447,-85.61865,62,15027.093768
4336_shp,42.28439,-85.61884,63,15086.199679
4336_shp,42.28428,-85.62063,64,15572.241555
4336_shp,42.28405,-85.62098,65,15698.71744
4336_shp,42.2843,-85.62134,66,15832.10053
4336_shp,42.2846,-85.6217,67,15978.535691
4336_shp,42.28481,-85.62182,68,16061.670613
4336_shp,42.28525,-85.62188,69,16222.84052
4336_shp,42.2858,-85.62184,70,16423.570092
4336_shp,42.28665,-85.62143,71,16752.605884
4336_shp,42.28676,-85.62174,72,16845.577319
4336_shp,42.28684,-85.62229,73,16997.233899
4336_shp,42.28656,-85.62308,74,17234.110456
4336_shp,42.2868,-85.62328,75,17336.963719
4336_shp,42.28749,-85.62428,76,17706.358633
4336_shp,42.288,-85.62542,77,18066.498673
4336_shp,42.28808,-85.6255,78,18102.811102
4336_shp,42.28849,-85.62636,79,18379.357863
4336_shp,42.29003,-85.62641,80,18940.746344
4336_shp,42.29003,-85.62641,81,18940.746344
4336_shp,42.29092,-85.62642,82,19265.102268
4336_shp,42.29117,-85.62642,83,19356.210321
4336_shp,42.29117,-85.62642,84,19356.210321
4336_shp,42.29166,-85.62642,85,19534.782117
4336_shp,42.29224,-85.62642,86,19746.152834
4336_shp,42.29571,-85.62645,87,21010.759311
4336_shp,42.29583,-85.62702,88,21171.0579
4336_shp,42.29614,-85.62862,89,21618.447705
4336_shp,42.29618,-85.62873,90,21651.587177
4336_shp,42.29625,-85.62876,91,21678.357584
4336_shp,42.29644,-85.62878,92,21747.810879
4422_shp,42.30637,-85.59628,1,0
4422_shp,42.3062,-85.59628,2,61.953641
4422_shp,42.30464,-85.59624,3,630.57229
4422_shp,42.30364,-85.59622,4,995.045498
4422_shp,42.30364,-85.59622,5,995.045498
4422_shp,42.30341,-85.59621,6,1078.908734
4422_shp,42.30341,-85.59488,7,1438.706986
4422_shp,42.30341,-85.59432,8,1590.200987
4422_shp,42.30339,-85.59431,9,1597.975493
4422_shp,42.30341,-85.59018,10,2715.2677
4422_shp,42.30341,-85.59018,11,2715.2677
4422_shp,42.30341,-85.59002,12,2758.551701
4422_shp,42.30307,-85.59001,13,2882.488446
4422_shp,42.30175,-85.58997,14,3363.661618
4422_shp,42.30176,-85.5896,15,3463.82481
4422_shp,42.30176,-85.5896,16,3463.82481
4422_shp,42.30177,-85.58874,17,3696.510908
4422_shp,42.3018,-85.58759,18,4007.814702
4422_shp,42.30339,-85.58764,19,4587.420948
4422_shp,42.30339,-85.58739,20,4655.05222
4422_shp,42.30335,-85.58512,21,5269.317356
4422_shp,42.30309,-85.58511,22,5364.108544
4422_shp,42.30309,-85.58511,23,5364.108544
4422_shp,42.29907,-85.585,24,6829.430826
4422_shp,42.29906,-85.58499,25,6833.969604
4422_shp,42.29896,-85.58499,26,6870.412876
4422_shp,42.29787,-85.58497,27,7267.681352
4422_shp,42.29734,-85.58495,28,7460.906425
4422_shp,42.29734,-85.58507,29,7493.372543
4422_shp,42.29734,-85.58507,30,7493.372543
4422_shp,42.29734,-85.58495,31,7525.838661
4422_shp,42.29679,-85.58493,32,7726.349615
4422_shp,42.29502,-85.58487,33,8371.599416
4423_shp,42.29723,-85.64818,1,0
4423_shp,42.2963,-85.64821,2,339.019473
4423_shp,42.29619,-85.65212,3,1397.651431
4423_shp,42.29228,-85.65222,4,2822.839028
4423_shp,42.29226,-85.65172,5,2958.32157
4423_shp,42.29278,-85.65171,6,3147.845684
4423_shp,42.29281,-85.65076,7,3405.120007
4423_shp,42.29331,-85.65059,8,3593.052008
4423_shp,42.29735,-85.64805,9,5217.847938
4423_shp,42.29735,-85.64817,10,5250.314052
4423_shp,42.29762,-85.64817,11,5348.71086
4423_shp,42.30029,-85.64816,12,6321.749976
4423_shp,42.30029,-85.64815,13,6324.45536
4423_shp,42.30141,-85.64817,14,6732.656
4423_shp,42.30259,-85.64815,15,7162.720872
4423_shp,42.30259,-85.64815,16,7162.720872
4423_shp,42.3013,-85.64815,17,7632.839323
4423_shp,42.30031,-85.64815,18,7993.62783
4423_shp,42.30585,-85.64813,19,10012.593793
4423_shp,42.30588,-85.64813,20,10023.526788
4423_shp,42.31442,-85.64813,21,13135.788297
4423_shp,42.3144,-85.64793,22,13190.372696
4423_shp,42.31436,-85.64775,23,13241.194248
4423_shp,42.31436,-85.64775,24,13241.194248
4423_shp,42.31442,-85.64813,25,13346.276063
4423_shp,42.31426,-85.64813,26,13404.585454
4423_shp,42.31071,-85.64812,27,14698.327492
4423_shp,42.3107,-85.64775,28,14798.476516
4423_shp,42.31069,-85.64289,29,16113.081495
4423_shp,42.31069,-85.64289,30,16113.081495
4423_shp,42.31068,-85.63797,31,17443.916251
4423_shp,42.31064,-85.63797,32,17458.49359
4423_shp,42.31063,-85.63322,33,18743.345587
4423_shp,42.31063,-85.63322,34,18743.345587
4423_shp,42.31063,-85.62908,35,19863.191122
4423_shp,42.31063,-85.62908,36,19863.191122
4423_shp,42.31064,-85.62891,37,19909.319298
4423_shp,42.30964,-85.62886,38,20274.003608
4423_shp,42.30722,-85.6288,39,21156.081577
4423_shp,42.30715,-85.62794,40,21390.113692
4423_shp,42.30712,-85.62794,41,21401.046689
4423_shp,42.30707,-85.62497,42,22204.665699
4423_shp,42.30705,-85.62377,43,22529.358767
4423_shp,42.30705,-85.62377,44,22529.358767
4423_shp,42.30702,-85.61875,45,23887.360379
4423_shp,42.30702,-85.61871,46,23898.180761
4423_shp,42.30702,-85.61871,47,23898.180761
4423_shp,42.30695,-85.61681,48,24412.781885
4423_shp,42.30554,-85.61359,49,25424.104393
4423_shp,42.30554,-85.61359,50,25424.104393
4423_shp,42.30277,-85.60742,51,27374.747653
4423_shp,42.30279,-85.60748,52,27392.540669
4423_shp,42.30198,-85.60468,53,28205.508662
4423_shp,42.30198,-85.60469,54,28208.213973
4423_shp,42.30113,-85.60157,55,29107.323623
4423_shp,42.30077,-85.60136,56,29250.292151
4423_shp,42.3006,-85.60126,57,29317.895014
4423_shp,42.30065,-85.60126,58,29336.116655
4423_shp,42.30064,-85.60125,59,29340.655393
4423_shp,42.29901,-85.60029,60,29988.976317
4423_shp,42.29901,-85.60029,61,29988.976317
4423_shp,42.29882,-85.60017,62,30065.451678
4423_shp,42.29841,-85.59994,63,30227.308312
4423_shp,42.29796,-85.5997,64,30403.68956
4423_shp,42.29767,-85.5995,65,30522.421558
4423_shp,42.2975,-85.59944,66,30586.466481
4423_shp,42.29752,-85.59898,67,30711.132849
4423_shp,42.29752,-85.59898,68,30711.132849
4423_shp,42.29752,-85.59897,69,30713.838351
4423_shp,42.29754,-85.59621,70,31460.592398
4423_shp,42.29754,-85.59621,71,31460.592398
4423_shp,42.29759,-85.59355,72,32180.486104
4423_shp,42.29759,-85.59355,73,32180.486104
4423_shp,42.29764,-85.59043,74,33024.798156
4423_shp,42.29764,-85.59027,75,33068.086109
4423_shp,42.29764,-85.59027,76,33068.086109
4423_shp,42.2976,-85.58998,77,33147.888247
